gene_ID	gene_length	longest_CDS_transcript_length
ENSMUSG00000064080	60085.0	4786
ENSMUSG00000061397	10992.0	2097
ENSMUSG00000002102	12360.0	1819
ENSMUSG00000076431	4794.0	4795
ENSMUSG00000035722	19078.0	6696
ENSMUSG00000029414	71877.0	6961
ENSMUSG00000069296	10708.0	3056
ENSMUSG00000040272	16476.0	3950
ENSMUSG00000043929	43125.0	6241
ENSMUSG00000035227	25893.0	2909
ENSMUSG00000033356	20859.0	2840
ENSMUSG00000019822	4727.0	1602
ENSMUSG00000030990	28359.0	2141
ENSMUSG00000033004	233403.0	15233
ENSMUSG00000004460	21789.0	2513
ENSMUSG00000102439	20163.0	1488
ENSMUSG00000057219	14800.0	2260
ENSMUSG00000037012	111053.0	4278
ENSMUSG00000005774	7486.0	4450
ENSMUSG00000024064	217225.0	2990
ENSMUSG00000051518	3700.0	838
ENSMUSG00000020823	44100.0	4654
ENSMUSG00000026162	158061.0	1053
ENSMUSG00000028394	2419.0	1945
ENSMUSG00000020736	1442.0	858
ENSMUSG00000004994	12585.0	2119
ENSMUSG00000024381	58507.0	2406
ENSMUSG00000031537	47377.0	3977
ENSMUSG00000031552	72509.0	2361
ENSMUSG00000075273	2736.0	2737
ENSMUSG00000062929	4068.0	2940
ENSMUSG00000076633	486.0	353
ENSMUSG00000049470	70997.0	10099
ENSMUSG00000075272	2430.0	2431
ENSMUSG00000059049	154419.0	9690
ENSMUSG00000068663	199539.0	6244
ENSMUSG00000059518	5857.0	1208
ENSMUSG00000023011	31153.0	4661
ENSMUSG00000041984	5743.0	4146
ENSMUSG00000096464	435.0	352
ENSMUSG00000045302	9508.0	6300
ENSMUSG00000031583	151143.0	6262
ENSMUSG00000075271	3720.0	3721
ENSMUSG00000052415	6747.0	5823
ENSMUSG00000042320	24374.0	3066
ENSMUSG00000035775	9747.0	1927
ENSMUSG00000041991	13821.0	11187
ENSMUSG00000028519	1125485.0	5278
ENSMUSG00000058586	27168.0	2577
ENSMUSG00000022755	71246.0	2698
ENSMUSG00000035202	95739.0	3894
ENSMUSG00000066197	43856.0	4843
ENSMUSG00000054162	406094.0	3201
ENSMUSG00000004947	38072.0	2661
ENSMUSG00000034175	7167.0	2333
ENSMUSG00000006777	15163.0	1565
ENSMUSG00000039683	974096.0	10352
ENSMUSG00000056144	17777.0	2590
ENSMUSG00000059908	50516.0	4657
ENSMUSG00000048337	8497.0	3627
ENSMUSG00000029203	61755.0	4893
ENSMUSG00000004846	9629.0	3280
ENSMUSG00000021773	3122.0	2314
ENSMUSG00000037101	181029.0	2450
ENSMUSG00000094196	962.0	963
ENSMUSG00000050377	74462.0	3680
ENSMUSG00000079350	10075.0	1646
ENSMUSG00000023088	114179.0	6792
ENSMUSG00000032330	4517.0	659
ENSMUSG00000072944	55907.0	1996
ENSMUSG00000021282	8736.0	4050
ENSMUSG00000033149	207355.0	5483
ENSMUSG00000021771	20641.0	1954
ENSMUSG00000096644	1107.0	1108
ENSMUSG00000070420	10778.0	1799
ENSMUSG00000079349	10084.0	1563
ENSMUSG00000029833	95485.0	4042
ENSMUSG00000033770	14114.0	2511
ENSMUSG00000055746	66465.0	1685
ENSMUSG00000038135	7005.0	768
ENSMUSG00000038677	32713.0	6876
ENSMUSG00000081724	9222.0	5275
ENSMUSG00000028799	32957.0	2812
ENSMUSG00000057402	3495.0	1077
ENSMUSG00000031004	26577.0	10061
ENSMUSG00000069295	8440.0	6525
ENSMUSG00000035275	83387.0	4045
ENSMUSG00000018040	9368.0	4363
ENSMUSG00000070691	57338.0	3884
ENSMUSG00000085957	2025.0	2026
ENSMUSG00000042433	43918.0	1509
ENSMUSG00000063146	63051.0	4994
ENSMUSG00000087303	49472.0	3562
ENSMUSG00000019906	149788.0	2363
ENSMUSG00000006019	24890.0	4310
ENSMUSG00000032777	66826.0	6961
ENSMUSG00000005980	3082.0	1480
ENSMUSG00000095612	531.0	425
ENSMUSG00000044749	74956.0	5240
ENSMUSG00000028530	112915.0	4906
ENSMUSG00000079344	19743.0	2326
ENSMUSG00000030538	5666.0	1047
ENSMUSG00000026205	8349.0	2059
ENSMUSG00000042425	93204.0	7314
ENSMUSG00000075270	349633.0	4189
ENSMUSG00000024766	244211.0	2839
ENSMUSG00000009079	29577.0	2588
ENSMUSG00000073982	16931.0	1321
ENSMUSG00000015879	109909.0	4236
ENSMUSG00000031835	50579.0	4336
ENSMUSG00000000214	38376.0	1950
ENSMUSG00000034940	80150.0	7115
ENSMUSG00000000435	3226.0	2083
ENSMUSG00000009214	10543.0	1382
ENSMUSG00000057068	36210.0	1500
ENSMUSG00000035923	1884.0	1263
ENSMUSG00000031432	19527.0	1965
ENSMUSG00000032773	19798.0	6271
ENSMUSG00000026585	137526.0	4012
ENSMUSG00000069294	8277.0	5326
ENSMUSG00000025283	3317.0	1272
ENSMUSG00000026670	33019.0	2311
ENSMUSG00000028443	15775.0	845
ENSMUSG00000028049	5292.0	1489
ENSMUSG00000019909	5101.0	646
ENSMUSG00000028558	20086.0	2155
ENSMUSG00000087141	50955.0	7140
ENSMUSG00000038745	8290.0	4436
ENSMUSG00000094164	430.0	347
ENSMUSG00000025894	14678.0	2843
ENSMUSG00000032349	67155.0	2782
ENSMUSG00000094951	450.0	353
ENSMUSG00000034800	12432.0	4912
ENSMUSG00000104614	24625.0	1483
ENSMUSG00000010660	21975.0	2715
ENSMUSG00000066637	11991.0	1645
ENSMUSG00000054942	66558.0	4965
ENSMUSG00000020471	6112.0	1646
ENSMUSG00000046679	35126.0	2922
ENSMUSG00000031431	61131.0	1974
ENSMUSG00000056436	6508.0	655
ENSMUSG00000020063	62699.0	4430
ENSMUSG00000026615	65316.0	4906
ENSMUSG00000005981	37856.0	2320
ENSMUSG00000070419	45647.0	1986
ENSMUSG00000044400	1573.0	1574
ENSMUSG00000049516	18015.0	5223
ENSMUSG00000095866	433.0	350
ENSMUSG00000046312	7472.0	4173
ENSMUSG00000064165	7224.0	1633
ENSMUSG00000026866	127386.0	2778
ENSMUSG00000033294	4999.0	2075
ENSMUSG00000061859	323818.0	7340
ENSMUSG00000005640	19150.0	5102
ENSMUSG00000040124	18761.0	2663
ENSMUSG00000095285	524.0	418
ENSMUSG00000075408	4214.0	1947
ENSMUSG00000027374	19607.0	4481
ENSMUSG00000092401	9345.0	2395
ENSMUSG00000020168	9636.0	4479
ENSMUSG00000019846	144673.0	6046
ENSMUSG00000021815	14034.0	1826
ENSMUSG00000033319	24225.0	5726
ENSMUSG00000042369	13784.0	1898
ENSMUSG00000075023	13796.0	2224
ENSMUSG00000028945	39801.0	1784
ENSMUSG00000039257	32266.0	2627
ENSMUSG00000062878	6162.0	3549
ENSMUSG00000020473	10141.0	3831
ENSMUSG00000028948	22173.0	3722
ENSMUSG00000049848	12223.0	3361
ENSMUSG00000028681	20026.0	4382
ENSMUSG00000033632	298322.0	5351
ENSMUSG00000026867	80638.0	8339
ENSMUSG00000057067	8529.0	1928
ENSMUSG00000028756	12898.0	2375
ENSMUSG00000002111	33366.0	2034
ENSMUSG00000092372	3200.0	1102
ENSMUSG00000027852	9629.0	4470
ENSMUSG00000020520	142072.0	4715
ENSMUSG00000015291	6864.0	2666
ENSMUSG00000095125	9937.0	6259
ENSMUSG00000037593	5964.0	959
ENSMUSG00000026721	574037.0	6338
ENSMUSG00000035011	17775.0	5938
ENSMUSG00000014778	18790.0	3928
ENSMUSG00000022515	22769.0	2398
ENSMUSG00000032740	137150.0	9376
ENSMUSG00000028073	76416.0	5471
ENSMUSG00000060441	24708.0	3655
ENSMUSG00000041729	117552.0	3610
ENSMUSG00000034295	424878.0	5409
ENSMUSG00000043549	11724.0	2939
ENSMUSG00000095365	1954.0	1955
ENSMUSG00000039958	11322.0	1576
ENSMUSG00000000266	103116.0	6271
ENSMUSG00000037325	40335.0	2687
ENSMUSG00000026207	57023.0	10801
ENSMUSG00000031789	67540.0	6189
ENSMUSG00000003234	12802.0	3090
ENSMUSG00000022800	31375.0	4312
ENSMUSG00000027375	23469.0	2778
ENSMUSG00000045589	33218.0	6817
ENSMUSG00000019868	50805.0	1974
ENSMUSG00000024253	29092.0	1354
ENSMUSG00000022754	81005.0	2701
ENSMUSG00000056133	22649.0	2649
ENSMUSG00000014856	8865.0	950
ENSMUSG00000035916	203002.0	7393
ENSMUSG00000014905	4767.0	2461
ENSMUSG00000096498	563.0	480
ENSMUSG00000059319	7266.0	6013
ENSMUSG00000025207	14296.0	4552
ENSMUSG00000079722	1811.0	1642
ENSMUSG00000001655	7711.0	2461
ENSMUSG00000071531	15965.0	10354
ENSMUSG00000062042	1007.0	1008
ENSMUSG00000071337	29186.0	4477
ENSMUSG00000052656	16987.0	3431
ENSMUSG00000019066	10701.0	3886
ENSMUSG00000116672	19915.0	927
ENSMUSG00000050328	1852.0	1031
ENSMUSG00000027377	25546.0	2006
ENSMUSG00000022814	12256.0	3484
ENSMUSG00000043811	24766.0	1938
ENSMUSG00000095429	454.0	353
ENSMUSG00000094878	8869.0	5959
ENSMUSG00000020541	44901.0	4308
ENSMUSG00000001656	3281.0	2021
ENSMUSG00000096670	433.0	350
ENSMUSG00000026712	102665.0	5374
ENSMUSG00000109588	13717.0	671
ENSMUSG00000030954	16748.0	1993
ENSMUSG00000019878	26750.0	2695
ENSMUSG00000073176	19274.0	3738
ENSMUSG00000029559	7625.0	2607
ENSMUSG00000022123	99455.0	2443
ENSMUSG00000001962	7116.0	1383
ENSMUSG00000043312	7069.0	1714
ENSMUSG00000094325	92862.0	1344
ENSMUSG00000095210	519.0	413
ENSMUSG00000102739	2438.0	1343
ENSMUSG00000079508	49976.0	1218
ENSMUSG00000026718	75536.0	5000
ENSMUSG00000050463	8286.0	3437
ENSMUSG00000067186	4663.0	1913
ENSMUSG00000053119	38812.0	2654
ENSMUSG00000029055	73669.0	5619
ENSMUSG00000025239	42846.0	4848
ENSMUSG00000028163	106892.0	4117
ENSMUSG00000070605	21269.0	4550
ENSMUSG00000046916	13129.0	2845
ENSMUSG00000029556	22114.0	3191
ENSMUSG00000036529	27075.0	6190
ENSMUSG00000037224	93556.0	3983
ENSMUSG00000063240	5988.0	3130
ENSMUSG00000042873	27294.0	4762
ENSMUSG00000050074	14353.0	768
ENSMUSG00000006216	11661.0	2490
ENSMUSG00000098004	39537.0	547
ENSMUSG00000046447	5809.0	4444
ENSMUSG00000045509	2145.0	2146
ENSMUSG00000040174	30257.0	1395
ENSMUSG00000064179	11812.0	1059
ENSMUSG00000026668	9626.0	847
ENSMUSG00000041189	11907.0	2155
ENSMUSG00000015314	35655.0	5729
ENSMUSG00000030068	409313.0	3560
ENSMUSG00000049411	157087.0	2802
ENSMUSG00000033184	37300.0	1436
ENSMUSG00000009248	2435.0	1605
ENSMUSG00000047797	9251.0	1585
ENSMUSG00000035629	56063.0	5311
ENSMUSG00000059169	5673.0	1320
ENSMUSG00000038656	33414.0	1730
ENSMUSG00000001366	27566.0	2155
ENSMUSG00000056130	15378.0	2340
ENSMUSG00000068740	24701.0	10598
ENSMUSG00000064156	11502.0	1163
ENSMUSG00000054850	3213.0	2393
ENSMUSG00000024269	41784.0	4159
ENSMUSG00000044912	275606.0	8156
ENSMUSG00000044252	186527.0	3956
ENSMUSG00000032948	45547.0	2082
ENSMUSG00000027070	161725.0	15460
ENSMUSG00000026815	12532.0	1822
ENSMUSG00000055978	17803.0	2955
ENSMUSG00000027748	162436.0	3473
ENSMUSG00000026365	99056.0	4365
ENSMUSG00000050763	8179.0	2984
ENSMUSG00000032449	36196.0	5227
ENSMUSG00000075552	26066.0	2064
ENSMUSG00000003131	49831.0	6873
ENSMUSG00000062209	1075873.0	12037
ENSMUSG00000055717	54679.0	2863
ENSMUSG00000103033	459.0	353
ENSMUSG00000029282	9808.0	1022
ENSMUSG00000074361	9569.0	3429
ENSMUSG00000049295	14656.0	3017
ENSMUSG00000000244	14598.0	1876
ENSMUSG00000020544	6758.0	1224
ENSMUSG00000030844	45137.0	880
ENSMUSG00000037993	17850.0	4463
ENSMUSG00000069292	8284.0	5713
ENSMUSG00000063409	18900.0	2046
ENSMUSG00000023403	73897.0	3237
ENSMUSG00000030816	16032.0	5279
ENSMUSG00000074738	2139.0	2140
ENSMUSG00000023013	5492.0	1419
ENSMUSG00000025893	21899.0	2313
ENSMUSG00000070564	10534.0	1758
ENSMUSG00000020673	77965.0	3299
ENSMUSG00000022466	30728.0	2271
ENSMUSG00000030378	36083.0	2143
ENSMUSG00000026125	4653.0	1267
ENSMUSG00000087006	1391.0	1386
ENSMUSG00000040364	16716.0	2470
ENSMUSG00000036764	28133.0	3025
ENSMUSG00000070565	277413.0	10047
ENSMUSG00000066258	15572.0	1531
ENSMUSG00000049130	12797.0	2540
ENSMUSG00000025287	35211.0	1752
ENSMUSG00000027378	48165.0	2296
ENSMUSG00000079641	2882.0	612
ENSMUSG00000031065	11926.0	3270
ENSMUSG00000090777	2469.0	1588
ENSMUSG00000035021	121359.0	6188
ENSMUSG00000000168	25147.0	4035
ENSMUSG00000036833	78024.0	4616
ENSMUSG00000032875	62355.0	10190
ENSMUSG00000048185	424.0	425
ENSMUSG00000031723	8159.0	1890
ENSMUSG00000029437	9332.0	984
ENSMUSG00000094443	27554.0	3739
ENSMUSG00000020173	228352.0	5615
ENSMUSG00000096009	5190.0	1670
ENSMUSG00000026463	101584.0	11725
ENSMUSG00000029038	29079.0	1472
ENSMUSG00000047963	3538.0	1985
ENSMUSG00000057801	6580.0	2917
ENSMUSG00000063394	16984.0	2852
ENSMUSG00000028736	96466.0	5854
ENSMUSG00000049044	276234.0	4181
ENSMUSG00000095578	26196.0	923
ENSMUSG00000004562	21532.0	5621
ENSMUSG00000060688	9177.0	3211
ENSMUSG00000062031	6273.0	3001
ENSMUSG00000010307	4176.0	1831
ENSMUSG00000040113	22976.0	1790
ENSMUSG00000030093	47382.0	3172
ENSMUSG00000025289	16836.0	990
ENSMUSG00000045532	7424.0	1473
ENSMUSG00000044556	1184.0	802
ENSMUSG00000029388	8918.0	2013
ENSMUSG00000040511	17582.0	2905
ENSMUSG00000042138	35306.0	2291
ENSMUSG00000029288	12540.0	1854
ENSMUSG00000062510	23462.0	4879
ENSMUSG00000023333	13700.0	2068
ENSMUSG00000092233	371.0	372
ENSMUSG00000029516	163669.0	9514
ENSMUSG00000033400	68167.0	9625
ENSMUSG00000032328	24564.0	3658
ENSMUSG00000046743	125045.0	16109
ENSMUSG00000039458	69468.0	6840
ENSMUSG00000031688	3635.0	3204
ENSMUSG00000057443	15375.0	1865
ENSMUSG00000048378	8477.0	3024
ENSMUSG00000031766	37013.0	4310
ENSMUSG00000029433	14411.0	3386
ENSMUSG00000069722	735.0	736
ENSMUSG00000029669	81120.0	2490
ENSMUSG00000001930	139905.0	8834
ENSMUSG00000028755	29568.0	846
ENSMUSG00000041268	136468.0	10614
ENSMUSG00000037070	3629.0	1695
ENSMUSG00000034892	1464.0	390
ENSMUSG00000025982	42312.0	6195
ENSMUSG00000069721	1030.0	1031
ENSMUSG00000031167	6905.0	2792
ENSMUSG00000070385	25706.0	2913
ENSMUSG00000033022	15202.0	1595
ENSMUSG00000019772	8399.0	1530
ENSMUSG00000078132	299.0	300
ENSMUSG00000091455	151603.0	8763
ENSMUSG00000047564	603.0	604
ENSMUSG00000027902	18798.0	1668
ENSMUSG00000017146	63191.0	6572
ENSMUSG00000024079	30009.0	4313
ENSMUSG00000045671	99651.0	4449
ENSMUSG00000022621	9390.0	1640
ENSMUSG00000053626	191340.0	4767
ENSMUSG00000016758	17772.0	1335
ENSMUSG00000025008	15787.0	2743
ENSMUSG00000031722	4044.0	1345
ENSMUSG00000029456	39488.0	3826
ENSMUSG00000030313	113609.0	9831
ENSMUSG00000059562	9452.0	2523
ENSMUSG00000036995	38851.0	4225
ENSMUSG00000062116	6798.0	2042
ENSMUSG00000015882	160434.0	5708
ENSMUSG00000075551	26087.0	2060
ENSMUSG00000033735	7590.0	3545
ENSMUSG00000022269	100528.0	2146
ENSMUSG00000040883	6548.0	879
ENSMUSG00000038045	23054.0	2060
ENSMUSG00000022122	29777.0	4107
ENSMUSG00000029657	22089.0	3802
ENSMUSG00000047253	1040.0	1041
ENSMUSG00000107539	18972.0	798
ENSMUSG00000041552	50359.0	2768
ENSMUSG00000010461	247823.0	5304
ENSMUSG00000075567	592.0	593
ENSMUSG00000045502	1929.0	1930
ENSMUSG00000043230	19767.0	2855
ENSMUSG00000078131	878.0	879
ENSMUSG00000054612	235652.0	2894
ENSMUSG00000006241	8401.0	1531
ENSMUSG00000049809	758.0	759
ENSMUSG00000036083	21282.0	4336
ENSMUSG00000114278	13406.0	1897
ENSMUSG00000025932	141281.0	4366
ENSMUSG00000023039	19270.0	4094
ENSMUSG00000020427	7837.0	2421
ENSMUSG00000057674	662.0	663
ENSMUSG00000032394	44683.0	3183
ENSMUSG00000029431	1422.0	1423
ENSMUSG00000051319	1100.0	800
ENSMUSG00000058725	395.0	396
ENSMUSG00000022208	10109.0	4489
ENSMUSG00000003200	19885.0	2073
ENSMUSG00000054417	31891.0	1962
ENSMUSG00000015757	30244.0	3471
ENSMUSG00000007034	15970.0	2261
ENSMUSG00000021891	21462.0	3946
ENSMUSG00000078235	2436.0	2437
ENSMUSG00000060756	827.0	828
ENSMUSG00000026566	42298.0	2285
ENSMUSG00000021003	57165.0	3832
ENSMUSG00000003423	5762.0	1185
ENSMUSG00000048349	6323.0	4445
ENSMUSG00000062278	816.0	817
ENSMUSG00000063089	4277.0	859
ENSMUSG00000041977	120475.0	6776
ENSMUSG00000063251	1014.0	1015
ENSMUSG00000034883	10195.0	1500
ENSMUSG00000044217	4047.0	1797
ENSMUSG00000044649	973.0	974
ENSMUSG00000059042	4315.0	870
ENSMUSG00000027379	30743.0	3421
ENSMUSG00000045109	983.0	984
ENSMUSG00000026074	125397.0	5782
ENSMUSG00000084845	5764.0	1308
ENSMUSG00000003199	11079.0	1701
ENSMUSG00000036817	49203.0	4134
ENSMUSG00000055109	721146.0	1009
ENSMUSG00000032451	20396.0	2463
ENSMUSG00000029286	18074.0	5483
ENSMUSG00000030987	169513.0	4362
ENSMUSG00000037185	22718.0	3919
ENSMUSG00000037242	58845.0	4119
ENSMUSG00000049658	86076.0	9921
ENSMUSG00000078130	637.0	638
ENSMUSG00000060166	14383.0	4868
ENSMUSG00000063133	4567.0	867
ENSMUSG00000048387	11384.0	2012
ENSMUSG00000027195	125275.0	1902
ENSMUSG00000021890	15459.0	4918
ENSMUSG00000028978	19664.0	4132
ENSMUSG00000062198	34449.0	1105
ENSMUSG00000015880	30627.0	3703
ENSMUSG00000031629	27979.0	3010
ENSMUSG00000055193	5899.0	845
ENSMUSG00000028710	34016.0	2655
ENSMUSG00000010608	51887.0	4226
ENSMUSG00000049184	31142.0	1795
ENSMUSG00000026630	11098.0	801
ENSMUSG00000069718	1011.0	1012
ENSMUSG00000025782	134044.0	4897
ENSMUSG00000095640	5772.0	2714
ENSMUSG00000048546	10524.0	4151
ENSMUSG00000021362	9608.0	3073
ENSMUSG00000019877	16756.0	2880
ENSMUSG00000020230	30643.0	2100
ENSMUSG00000030963	16571.0	2625
ENSMUSG00000049241	3284.0	3285
ENSMUSG00000056728	4599.0	1337
ENSMUSG00000022120	45109.0	3420
ENSMUSG00000016624	70668.0	3639
ENSMUSG00000001138	16370.0	5292
ENSMUSG00000022484	5097.0	1909
ENSMUSG00000078234	7806.0	7807
ENSMUSG00000079025	32791.0	2405
ENSMUSG00000007833	13900.0	3537
ENSMUSG00000026749	82963.0	10338
ENSMUSG00000001657	3504.0	1868
ENSMUSG00000019773	6440.0	1940
ENSMUSG00000067513	947.0	948
ENSMUSG00000023987	7640.0	1388
ENSMUSG00000021694	36633.0	2395
ENSMUSG00000022485	49986.0	2923
ENSMUSG00000026739	9611.0	3594
ENSMUSG00000038295	7962.0	3902
ENSMUSG00000028434	151465.0	6746
ENSMUSG00000036139	8660.0	2374
ENSMUSG00000057457	253237.0	6265
ENSMUSG00000028753	70524.0	7486
ENSMUSG00000009628	68844.0	8405
ENSMUSG00000023084	11702.0	3988
ENSMUSG00000022468	20324.0	2408
ENSMUSG00000001661	13624.0	1581
ENSMUSG00000041124	10308.0	2800
ENSMUSG00000041225	111671.0	4506
ENSMUSG00000027380	284997.0	2842
ENSMUSG00000091811	1604.0	1605
ENSMUSG00000032657	6152.0	3083
ENSMUSG00000004591	91102.0	6207
ENSMUSG00000015522	62852.0	4325
ENSMUSG00000038225	41618.0	3943
ENSMUSG00000021592	38238.0	3657
ENSMUSG00000019774	12023.0	2588
ENSMUSG00000026124	8665.0	1040
ENSMUSG00000094156	29179.0	942
ENSMUSG00000056300	37368.0	3038
ENSMUSG00000022209	19428.0	1268
ENSMUSG00000075566	917.0	918
ENSMUSG00000028072	16918.0	2588
ENSMUSG00000020811	39727.0	2956
ENSMUSG00000037529	16975.0	1629
ENSMUSG00000078276	152.0	153
ENSMUSG00000056987	42981.0	1772
ENSMUSG00000040774	45542.0	2814
ENSMUSG00000029464	11026.0	2198
ENSMUSG00000041000	27748.0	3752
ENSMUSG00000038060	45768.0	5815
ENSMUSG00000053101	74575.0	3433
ENSMUSG00000058761	60194.0	7147
ENSMUSG00000020562	6413.0	673
ENSMUSG00000050010	15670.0	3760
ENSMUSG00000026667	21977.0	7864
ENSMUSG00000101073	9679.0	5525
ENSMUSG00000024065	27960.0	3659
ENSMUSG00000031684	224657.0	3595
ENSMUSG00000037685	229294.0	8178
ENSMUSG00000040466	18166.0	1028
ENSMUSG00000027381	36509.0	5036
ENSMUSG00000067336	115614.0	12899
ENSMUSG00000074818	19708.0	4088
ENSMUSG00000036572	18644.0	2344
ENSMUSG00000004768	22677.0	4398
ENSMUSG00000056493	60514.0	7439
ENSMUSG00000028441	12324.0	1114
ENSMUSG00000054940	4043.0	2514
ENSMUSG00000049744	647129.0	3118
ENSMUSG00000090215	7438.0	1827
ENSMUSG00000033055	9799.0	1904
ENSMUSG00000043998	2613.0	2614
ENSMUSG00000043556	355121.0	4632
ENSMUSG00000019907	122282.0	4212
ENSMUSG00000109523	1770.0	1349
ENSMUSG00000045268	4682.0	2341
ENSMUSG00000026750	56051.0	1160
ENSMUSG00000079342	11961.0	2243
ENSMUSG00000024906	6057.0	2070
ENSMUSG00000087408	15817.0	2728
ENSMUSG00000029463	7784.0	1388
ENSMUSG00000020974	26422.0	1706
ENSMUSG00000056035	25538.0	2344
ENSMUSG00000068250	31565.0	1457
ENSMUSG00000027900	28092.0	3271
ENSMUSG00000050050	67317.0	3676
ENSMUSG00000061531	47470.0	3659
ENSMUSG00000040972	219938.0	1979
ENSMUSG00000010651	9070.0	1689
ENSMUSG00000040283	21574.0	5273
ENSMUSG00000008789	47894.0	3273
ENSMUSG00000059852	69708.0	2813
ENSMUSG00000037852	100512.0	2117
ENSMUSG00000073458	6470.0	1787
ENSMUSG00000042826	5789.0	3039
ENSMUSG00000041241	7594.0	3944
ENSMUSG00000029462	10615.0	2716
ENSMUSG00000090206	15757.0	968
ENSMUSG00000014786	21038.0	3499
ENSMUSG00000020737	17034.0	1375
ENSMUSG00000063535	9682.0	4073
ENSMUSG00000055026	670723.0	9767
ENSMUSG00000058046	22624.0	1783
ENSMUSG00000024254	24031.0	3667
ENSMUSG00000034898	197800.0	4640
ENSMUSG00000044243	1206.0	1207
ENSMUSG00000060275	179673.0	3001
ENSMUSG00000025147	52530.0	2140
ENSMUSG00000058301	21753.0	4618
ENSMUSG00000113149	14270.0	1147
ENSMUSG00000046275	18856.0	3302
ENSMUSG00000049751	1352.0	1276
ENSMUSG00000022657	84594.0	2184
ENSMUSG00000041479	10825.0	3623
ENSMUSG00000006221	4532.0	2769
ENSMUSG00000045174	11287.0	4392
ENSMUSG00000073457	6927.0	2306
ENSMUSG00000000440	129448.0	2125
ENSMUSG00000020973	9342.0	3390
ENSMUSG00000050973	9196.0	4189
ENSMUSG00000002524	10742.0	1881
ENSMUSG00000022871	21444.0	1597
ENSMUSG00000110104	6715.0	495
ENSMUSG00000060591	1150.0	655
ENSMUSG00000027420	36645.0	2372
ENSMUSG00000036040	29602.0	3612
ENSMUSG00000072571	4136.0	1234
ENSMUSG00000113786	14428.0	945
ENSMUSG00000102418	9449.0	2544
ENSMUSG00000036949	106661.0	2675
ENSMUSG00000025489	1333.0	765
ENSMUSG00000028439	51847.0	3357
ENSMUSG00000029504	7045.0	4846
ENSMUSG00000073494	20859.0	2542
ENSMUSG00000049382	7784.0	1958
ENSMUSG00000009350	10832.0	2750
ENSMUSG00000052566	12746.0	3080
ENSMUSG00000020152	50609.0	3631
ENSMUSG00000031730	17330.0	3807
ENSMUSG00000034538	12232.0	2725
ENSMUSG00000070637	3433.0	905
ENSMUSG00000020519	8580.0	1151
ENSMUSG00000039375	258129.0	4720
ENSMUSG00000021044	101170.0	2253
ENSMUSG00000046556	8939.0	7232
ENSMUSG00000017400	16839.0	3050
ENSMUSG00000031398	15623.0	6943
ENSMUSG00000040505	24777.0	2351
ENSMUSG00000029387	18540.0	2672
ENSMUSG00000027901	20625.0	4050
ENSMUSG00000019979	93459.0	6577
ENSMUSG00000021886	8009.0	2069
ENSMUSG00000052469	22651.0	2528
ENSMUSG00000001946	10241.0	1865
ENSMUSG00000030131	79204.0	4579
ENSMUSG00000022425	113991.0	3095
ENSMUSG00000032532	5870.0	799
ENSMUSG00000071708	48432.0	3717
ENSMUSG00000094898	6778.0	4770
ENSMUSG00000073771	6506.0	1620
ENSMUSG00000015932	28004.0	1911
ENSMUSG00000017802	23571.0	3179
ENSMUSG00000041119	90076.0	2065
ENSMUSG00000042846	161805.0	3896
ENSMUSG00000068117	56818.0	4130
ENSMUSG00000109572	38727.0	2123
ENSMUSG00000094066	5595.0	3927
ENSMUSG00000059248	162664.0	3869
ENSMUSG00000022119	70576.0	4212
ENSMUSG00000094379	7631.0	5441
ENSMUSG00000100586	8032.0	7796
ENSMUSG00000078269	77.0	78
ENSMUSG00000060843	1573569.0	3682
ENSMUSG00000038651	60044.0	2641
ENSMUSG00000036257	101162.0	13507
ENSMUSG00000046748	34405.0	3073
ENSMUSG00000027422	63868.0	5177
ENSMUSG00000025213	4048.0	1625
ENSMUSG00000041375	12753.0	2379
ENSMUSG00000066838	7881.0	2777
ENSMUSG00000010392	36977.0	4289
ENSMUSG00000004789	24012.0	2764
ENSMUSG00000022542	10994.0	2576
ENSMUSG00000028750	21340.0	3448
ENSMUSG00000038172	103955.0	8831
ENSMUSG00000049723	25118.0	3607
ENSMUSG00000029439	70163.0	3313
ENSMUSG00000055200	3596.0	1329
ENSMUSG00000040296	36055.0	3874
ENSMUSG00000043144	4077.0	2060
ENSMUSG00000005034	83416.0	4347
ENSMUSG00000027908	3226.0	2066
ENSMUSG00000043621	27330.0	3304
ENSMUSG00000030854	55889.0	3145
ENSMUSG00000027907	5799.0	511
ENSMUSG00000025930	2646.0	1741
ENSMUSG00000025981	19932.0	1733
ENSMUSG00000030846	21940.0	4451
ENSMUSG00000003273	4839.0	1585
ENSMUSG00000019905	16638.0	2856
ENSMUSG00000034189	13194.0	3141
ENSMUSG00000028789	32209.0	2063
ENSMUSG00000018800	68347.0	8231
ENSMUSG00000022752	35002.0	5964
ENSMUSG00000040751	15003.0	1717
ENSMUSG00000024983	311014.0	4175
ENSMUSG00000009356	21861.0	2926
ENSMUSG00000027194	105922.0	4590
ENSMUSG00000094782	32030.0	932
ENSMUSG00000035697	14819.0	3948
ENSMUSG00000042121	56800.0	8436
ENSMUSG00000019865	65259.0	1599
ENSMUSG00000069289	13878.0	8227
ENSMUSG00000022751	10676.0	1286
ENSMUSG00000026289	36558.0	3130
ENSMUSG00000052949	76679.0	4619
ENSMUSG00000020883	67847.0	8601
ENSMUSG00000029110	19340.0	3046
